geneid	length	nreads
Malat1	6982	652271
Rpph1	325	387079
Lars2	3881	241985
Gm20594	334	138386
Smarca4	19107	106840
Actb	1889	98166
Ptma	1192	83411
Syk	10202	77560
Rpl13a	1026	75839
Hsp90ab1	2507	70915
Akap12	6247	68640
Ddx5	3520	68375
Rpl37	867	67988
Rag1	6667	66549
Eef1a1	1789	64620
Tpt1	894	63843
Xist	30168	63060
Pabpc1	2820	61453
Myb	7197	60480
Rmrp	275	60409
Mki67	10075	57964
Ncl	8257	57191
Cecr2	9213	54161
Hmgb1	2309	53866
Serinc3	3694	52667
Hmgb2	2692	52304
Hnrnpu	3670	52017
Rplp0	1360	51528
Bach2	8493	50376
Eef2	3100	49368
Cyfip2	19633	47593
Hsp90b1	2759	45479
Rpl5	2019	44984
Msn	3840	44307
Prkcb	8829	44164
Snord15b	145	43601
Tcf3	26488	42567
Hspa8	2104	41908
Hnrnpa2b1	5732	41087
Hist1h1c	1561	40639
Sfpq	5783	40489
Srrm2	8600	39606
Prrc2c	10444	39530
Aff1	16635	39121
Myh9	7371	37222
Hnrnpk	1978	36867
Sptbn1	17288	35392
Top2b	5633	35139
Rpl19	1490	35051
Hist2h2bb	493	35022
Nipbl	17414	34491
Fam129c	2482	34246
Ikzf3	4098	34102
Ucp2	4133	33602
Foxp1	20834	33362
Rps3a1	943	32869
Mll2	19827	32832
Ankrd11	17535	32691
Iqgap1	7359	32027
Plekha2	4984	31614
Atp1b1	2422	31191
Dnajc7	2312	30922
Eif4g2	15406	30880
Cd93	6638	29799
Son	15737	29631
Stk4	5189	28941
Cacna1e	12697	28777
Arid1a	8175	28771
Ly6e	12714	28485
Ywhaz	13871	28375
H3f3b	1993	28160
Dock2	6291	27956
Hsp90aa1	2850	27931
Rere	7458	27754
Rpl4	1422	27667
Ezh2	5292	27462
Rbm39	2812	27253
Snord15a	148	27101
Eif3a	5176	27050
Gnb2l1	1254	26864
Med13	11787	26760
Sox4	2953	26343
Snord22	126	26011
Rpsa	1861	25999
Bptf	11488	25943
Btg1	5008	25515
Rplp1	468	25419
Lmnb1	2844	25370
Chd4	6425	25336
Rpl23a	560	24984
Prrc2a	13713	24893
Trp53inp1	10822	24776
Acin1	19148	24699
Rpl17	775	24689
Dgkd	5694	24621
Tifa	2137	24606
Cerk	4546	24552
Fam53b	10199	24472
Bcl7a	3809	24367
Atrx	10242	24253
Lrmp	2313	24154
Cd24a	1816	24134
Snord17	221	24123
Rps6	1394	24072
Top1	3846	24071
Cplx2	4925	23970
Wnk1	53018	23608
Uba52	494	23594
Adam19	6387	23363
Zeb2	9113	23318
Serbp1	26614	23279
Map3k1	6961	23255
Calm1	4001	23107
B2m	858	23035
Rbm25	4244	22981
Tubb5	2645	22932
