geneid	length	nreads
Malat1	6982	391240
Rpph1	325	189974
Lars2	3881	172480
Gm17821	12530	104409
Gm20594	334	77032
Smarca4	19107	72328
Mki67	10075	47700
Actb	1889	46829
Ptma	1192	45598
Ddx5	3520	44167
Akap12	6247	43866
Ncl	8257	43002
Syk	10202	42658
Hsp90ab1	2507	40959
Rpl13a	1026	39436
Cecr2	9213	38022
Hmgb1	2309	37664
Pabpc1	2820	36741
Hnrnpu	3670	36349
Hmgb2	2692	35622
Rpl37	867	35507
Bach2	8493	34870
Cyfip2	19633	33688
Xist	30168	33365
Myb	7197	33264
Kcnq1ot1	83437	32794
Rag1	6667	32570
Eef2	3100	31119
Msn	3840	31062
Serinc3	3694	30352
Eef1a1	1789	29945
Aff1	16635	28915
Prrc2c	10444	28891
Myh9	7371	28749
Hsp90b1	2759	28642
Prkcb	8829	28160
Hist1h1c	1561	27655
Hnrnpa2b1	5732	27485
A130077B15Rik	2547	27482
Tpt1	894	27224
Srrm2	8600	25564
Tcf3	26488	24788
Hist2h2bb	493	24520
4930470H14Rik	1734	23871
Sfpq	5783	23633
Mll2	19827	23595
Sptbn1	17288	23566
Rmrp	275	23371
Rpl5	2019	23099
Hspa8	2104	22765
Dock2	6291	22673
Iqgap1	7359	22469
Ikzf3	4098	22304
Nipbl	17414	22261
Son	15737	21489
Rplp0	1360	21417
Top2b	5633	21215
Atrx	10242	20670
Ankrd11	17535	20489
Eif3a	5176	20456
Foxp1	20834	20241
Rpl19	1490	20170
Stk4	5189	20136
Rps3a1	943	20034
Rbm25	4244	19742
Hsp90aa1	2850	19491
Gm10845	3389	19395
Arid1a	8175	19327
Med13	11787	19193
Chd4	6425	19061
Eif4g2	15406	19036
Atp1b1	2422	19024
Hnrnpk	1978	18979
Lmnb1	2844	18583
Grk4	5648	18386
Top2a	5217	17813
Plekha2	4984	17767
Cacna1e	12697	17753
Fam129c	2482	17463
Arid1b	11325	17443
Rbm39	2812	17282
Cd93	6638	17117
