geneid	length	nreads
Lars2	3881	450793
Malat1	6982	433581
Rpph1	325	400213
Actb	1889	175726
Gm20594	334	152868
Cd74	2638	116121
Eef1a1	1789	72830
Myh9	7371	72614
Hsp90ab1	2507	69530
Eef2	3100	68698
Tmem38b	2861	58892
Ms4a1	2057	58864
Msn	3840	58370
Ptpn6	4409	54908
Rmrp	275	52612
Hsp90b1	2759	50274
Cd24a	1816	49752
Ikzf3	4098	49617
Syk	10202	49115
Rpl13a	1026	48663
Mir5109	87	47326
Tpt1	894	46486
Hspa8	2104	45551
Mll2	19827	44723
Serinc3	3694	44668
Wdfy4	9681	44516
Ptma	1192	44008
Ncl	8257	43861
Actg1	1894	42785
Ddx5	3520	42662
Spib	2786	42231
Macf1	40909	42111
Iqgap1	7359	40690
Rpsa	1861	40332
Ptprj	11835	39799
Map3k1	6961	39711
Pabpc1	2820	38717
Rpl5	2019	38614
Btg1	5008	36869
Rplp0	1360	36854
Mcl1	3487	36469
Scd1	4837	36394
Srrm2	8600	36011
Ptprc	15994	34920
Hnrnpu	3670	33713
Prrc2c	10444	33532
Xist	30168	33029
Gm17821	12530	32671
Chd4	6425	32158
Cyfip2	19633	32055
Calr	1943	31811
Fam129c	2482	31677
Ywhaz	13871	30977
Chst3	6112	30736
Swap70	4035	30281
Mki67	10075	29708
Med13	11787	29631
Atp2a3	13719	29454
Arid1a	8175	29128
Hnrnpa2b1	5732	28847
Ucp2	4133	28390
Cd79b	1198	28183
Rpl23a	560	27890
Ly6e	12714	27727
Son	15737	27605
Coro1a	1597	27519
Tln1	8560	27468
Rpl19	1490	26855
Hnrnpk	1978	26814
H2-K1	1646	26500
Prrc2a	13713	26400
Hnrnpf	16120	26098
Unc93b1	4258	25815
Actr3	7851	25796
Eif3a	5176	25786
Tcf3	26488	25712
Dock2	6291	25560
Rps6	1394	25378
Pten	8212	25061
Flna	8347	24872
Kcnq1ot1	83437	24618
Prkcb	8829	24577
Rpl4	1422	24511
Rps3a1	943	24351
Akap13	12543	23977
Arhgap30	4487	23759
Cd22	8069	23738
Rpl7	934	23615
Tmsb4x	670	23370
Rps7	961	23183
H3f3b	1993	23060
Arhgef1	16676	22925
Eif4g2	15406	22765
Prpf8	7481	22629
Wnk1	53018	22598
Foxp1	20834	22306
Plekha2	4984	22220
Gnai2	2177	22143
Snord15b	145	22051
Rps8	740	21968
Hist1h1c	1561	21945
Rpl8	862	21909
Plcg2	4298	21879
Rpl6	1250	21877
Akap12	6247	21839
Ezr	3070	21780
Cd72	5736	21514
Pfn1	870	21358
Tnfrsf13c	1906	21343
Ets1	9859	21314
Kctd12	6057	20923
Nap1l1	5453	20675
Samhd1	7897	20657
Smg1	15553	20653
Cltc	6144	20638
Cd19	2436	20588
Rplp1	468	20582
Tpm3	9062	20522
Sptbn1	17288	20506
Itpr3	8990	20399
Rpl18a	1291	20289
Calm1	4001	20268
B2m	858	20203
Serbp1	26614	20202
Birc6	15768	20173
Gnb2l1	1254	20045
Lyn	6849	20018
Ybx1	2191	19884
Hsp90aa1	2850	19872
Mll3	16820	19686
Rpl17	775	19632
Lsp1	11254	19616
Vim	1834	19566
Stk4	5189	19564
Cd79a	1327	19530
Nsd1	12784	19509
Ikzf1	10065	19319
Bptf	11488	19110
Kat6a	9126	19017
Dgkd	5694	18994
Ncor1	20689	18981
Top2b	5633	18667
Rps3	1878	18666
Sf3b1	6192	18469
Adrbk1	3182	18452
Sfpq	5783	18410
Myo1c	15883	18396
Rps9	703	18342
Tubb5	2645	18331
Sf3b2	3233	18220
Crebbp	7507	18147
Polr2a	5799	18076
Hmgb1	2309	18044
Rere	7458	18029
Rpl21	1856	17984
Mbnl1	28915	17980
Lcp1	7748	17960
Itga4	9832	17938
Tpr	7550	17930
Ubr4	15872	17766
Hip1r	4392	17726
Nedd9	8947	17707
Klf2	1816	17660
Ankrd11	17535	17597
Huwe1	14625	17514
Tmem123	2870	17514
Gnas	22976	17477
Cfl1	1184	17466
Snord17	221	17458
Rpl3	1361	17454
Ifi30	981	17370
Sbk1	4092	17288
Dync1h1	14398	17251
Pik3ap1	2615	17218
Setd2	8350	17191
Ppia	736	17139
Faim3	1491	17086
Wdr1	2878	17043
Atrx	10242	16996
Mll1	16439	16992
Uba52	494	16955
Csk	2276	16842
Sorl1	6938	16726
