geneid	length	nreads
Lars2	3881	496501
Rpph1	325	358859
Malat1	6982	279657
Gm20594	334	149479
Tmem38b	2861	122336
Mki67	10075	95580
Smarca4	19107	85577
Actb	1889	80196
Ptma	1192	67478
Rmrp	275	67317
Syk	10202	58159
Eef2	3100	51608
Rag1	6667	51323
Myb	7197	51183
Akap12	6247	50700
Eef1a1	1789	50505
Hmgb1	2309	50325
Cecr2	9213	49537
Cyfip2	19633	46401
Hspa8	2104	44577
Bach2	8493	44550
Hist1h1c	1561	43950
Serinc3	3694	43368
Hmgb2	2692	42633
Ddx5	3520	40642
Myh9	7371	40231
Hnrnpu	3670	39882
Hsp90ab1	2507	39408
Rpl13a	1026	39023
Mll2	19827	38921
Pabpc1	2820	36467
Lmnb1	2844	35731
Top2a	5217	35577
Prrc2c	10444	35190
Tpt1	894	35140
Tcf3	26488	34835
Cd24a	1816	33511
Srrm2	8600	33451
Ucp2	4133	31986
Iqgap1	7359	31699
Hnrnpa2b1	5732	31474
Msn	3840	31379
Tubb5	2645	31144
Wdfy4	9681	30097
Aff1	16635	29760
Hist2h2bb	493	29589
Hnrnpk	1978	28810
Sfpq	5783	28753
Hsp90b1	2759	28435
Arid1a	8175	28069
Sptbn1	17288	27622
Ncl	8257	27112
Rplp0	1360	26938
Eif4g2	15406	26310
Son	15737	26187
Rere	7458	25590
Snord15b	145	25337
Plekha2	4984	25033
Nipbl	17414	24849
Med13	11787	24814
Dek	2602	24762
Ywhaz	13871	24373
Rpsa	1861	24251
Adrbk1	3182	24111
Rpl5	2019	23940
Hist1h1d	2977	23369
Prkcb	8829	23195
Top2b	5633	23066
Foxp1	20834	23013
Prrc2a	13713	22888
Arid1b	11325	22625
Hsp90aa1	2850	22501
Stk4	5189	22169
Hist1h1a	747	21988
Ikzf3	4098	21924
Wnk1	53018	21874
Lrmp	2313	21836
Chd4	6425	21829
Rpl23a	560	21800
Atp1b1	2422	21767
Fam129c	2482	21464
Mll1	16439	21168
Rad21	3605	21151
Hist1h1e	1931	21129
Map3k1	6961	20949
Ankrd11	17535	20933
Akap13	12543	20690
Mll3	16820	20572
Cd93	6638	20506
Eif3a	5176	20410
Dock2	6291	20340
Dgkd	5694	19999
Ikzf1	10065	19754
Btg1	5008	19683
Bptf	11488	19625
Pik3ap1	2615	19427
Birc6	15768	19380
Kcnq1ot1	83437	19069
Hnrnpf	16120	19023
H3f3b	1993	19010
Huwe1	14625	18800
Rpl4	1422	18743
Crebbp	7507	18709
D930015E06Rik	4909	18624
Glcci1	6204	18515
Pou2af1	2566	18428
Rps3a1	943	18406
Rps6	1394	18380
Cenpf	11122	18294
Atrx	10242	18287
Tln1	8560	18102
Fam53b	10199	17942
Sf3b1	6192	17930
Chst3	6112	17695
Cnp	4881	17628
Bcl7a	3809	17377
Trp53inp1	10822	17340
Ncor1	20689	17217
Rpl19	1490	17201
Rbm39	2812	17189
Sox4	2953	17152
Sf3b2	3233	17093
Irf4	4683	16840
Actg1	1894	16825
Phip	10729	16744
Zeb2	9113	16717
Baz1b	6433	16492
Uba52	494	16462
Slc12a6	12573	16218
Nsd1	12784	16206
Hnrnpul1	4106	16107
Rps7	961	16095
Ezh2	5292	16045
Ppia	736	16025
Hnrnpab	4949	15951
Dnmt1	21864	15944
Stmn1	1060	15864
Cerk	4546	15862
Cltc	6144	15861
Fryl	11470	15853
Mir5109	87	15798
Kif21b	9119	15749
Zfpm1	3386	15748
Tmpo	19823	15728
Ybx1	2191	15719
Smg1	15553	15713
Pten	8212	15689
Setd2	8350	15625
Nup210	7035	15609
Snord17	221	15593
Tifa	2137	15586
Gm17821	12530	15550
Serinc5	5318	15490
Acin1	19148	15397
Fam107b	3148	15280
Supt16	4491	15258
Smc1a	3970	15243
Calm1	4001	15235
Scaf11	7724	15178
Kat6a	9126	15164
Myo1c	15883	15142
Hist1h4d	312	15084
Polr2a	5799	15011
Hnrnpm	4947	14913
Ssh2	9039	14863
Serbp1	26614	14844
Rpl37	867	14839
Ddx17	16427	14796
Mbnl1	28915	14725
Aff3	6010	14694
Dync1h1	14398	14673
Akna	5475	14641
Tpr	7550	14612
Spib	2786	14582
Cd79b	1198	14521
Ubr4	15872	14512
Gnb2l1	1254	14499
Cep110	13582	14434
Rpl7	934	14383
E2f2	4738	14322
Ablim1	18775	14308
Tpm3	9062	14233
Chd1	7918	14213
Macf1	40909	14099
Anp32e	9375	14018
Hist1h1b	672	13942
Fmnl1	7647	13897
Ep300	8749	13797
Ebf1	2245	13787
Edem3	6604	13772
Arhgef1	16676	13771
Dnajc7	2312	13666
Hnrnph1	2226	13613
Calm2	1216	13576
Nono	4933	13565
Numa1	7153	13548
Prpf8	7481	13490
Hcfc1	8093	13424
Cnot1	24984	13363
