geneid	length	nreads
Lars2	3881	583364
Malat1	6982	388489
Rpph1	325	199607
Gm20594	334	147488
Actb	1889	118445
Cd74	2638	104686
Tmem38b	2861	95346
Macf1	40909	70816
Eef1a1	1789	66139
Myh9	7371	64621
Hsp90ab1	2507	59802
Rmrp	275	52876
Hspa8	2104	52261
Eef2	3100	51991
Msn	3840	46378
Ddx5	3520	41657
Serinc3	3694	41625
Syk	10202	40236
Snord15b	145	39272
Mll2	19827	39081
Mir5109	87	37521
Ms4a1	2057	36359
Rpl13a	1026	36226
Rpsa	1861	35603
Iqgap1	7359	35489
Ikzf3	4098	35073
Actg1	1894	34525
Ptpn6	4409	34503
Ncl	8257	34424
Srrm2	8600	33052
Prkcb	8829	32972
Scd1	4837	32372
Rpl5	2019	30401
Ptprc	15994	30100
Btg1	5008	29402
Prrc2c	10444	29262
Ptma	1192	29162
Tpt1	894	29129
Wdfy4	9681	29010
Pabpc1	2820	27694
Mcl1	3487	27678
Map3k1	6961	26885
Hnrnpu	3670	26725
Son	15737	26588
Hnrnpa2b1	5732	26185
Dock2	6291	26107
Rplp0	1360	25866
Swap70	4035	25588
Chd4	6425	25374
Arid1a	8175	25122
Sptbn1	17288	24732
Cd22	8069	23985
Flna	8347	23948
Ly6e	12714	23238
Spib	2786	23204
Prrc2a	13713	23200
Lcp1	7748	23077
Ywhaz	13871	23047
Snord17	221	22853
Coro1a	1597	22462
Rps7	961	22425
Tln1	8560	22367
Hsp90b1	2759	22286
Mki67	10075	22131
Sorl1	6938	22107
Smg1	15553	21975
Actr3	7851	21912
Rpl4	1422	21910
Eif4g2	15406	21777
Arhgef1	16676	21616
Cd19	2436	21568
Med13	11787	21534
Prpf8	7481	21430
Rpl23a	560	21296
Cyfip2	19633	21026
Chst3	6112	20701
Ets1	9859	20655
Rps6	1394	20640
Itpr3	8990	20585
H2-Ab1	1193	20251
Hnrnpf	16120	20227
Ptprj	11835	19787
Atp2a3	13719	19639
Eif3a	5176	19636
Birc6	15768	19626
Hnrnpk	1978	19614
Sptan1	23994	19607
Foxp1	20834	19517
Unc93b1	4258	19464
Rpl8	862	19424
Kcnq1ot1	83437	19392
Ucp2	4133	19389
Mll1	16439	19343
Huwe1	14625	19317
Cltc	6144	19083
Wnk1	53018	18955
Cd79b	1198	18901
Hsp90aa1	2850	18881
Bptf	11488	18756
Akap13	12543	18611
Rps3a1	943	18581
Ezr	3070	18297
H2-K1	1646	18282
Cd24a	1816	18219
Polr2a	5799	18189
Ubr4	15872	18080
Dync1h1	14398	18076
Rpl7	934	18007
Tmsb4x	670	17813
Rpl19	1490	17565
Calr	1943	17554
Nsd1	12784	17540
Rpl18a	1291	17450
Gnai2	2177	17425
Mll3	16820	17191
Ankrd11	17535	17145
Sf3b1	6192	17139
Ncor1	20689	17062
Dgkd	5694	16999
Rpl6	1250	16869
Rpl17	775	16734
Irf8	2827	16617
Crebbp	7507	16572
Rps3	1878	16503
Sfpq	5783	16428
Gnb2l1	1254	16160
Rplp1	468	16156
Rps9	703	16155
Adrbk1	3182	16096
Plcg2	4298	15898
Rps8	740	15820
Iqsec1	11016	15786
Chd3	7281	15735
Gm17821	12530	15700
Arhgap30	4487	15658
Hmha1	7408	15475
Plec	225028	15410
Plekha2	4984	15403
Myo1c	15883	15310
Rpl3	1361	15258
Rpl21	1856	15253
Hvcn1	5423	15249
Serbp1	26614	15233
Top2b	5633	15226
Tcf3	26488	15217
Tpm3	9062	15161
Faim3	1491	15123
Rpl13	778	14944
Ppia	736	14934
Chd2	9071	14852
Vim	1834	14723
Nipbl	17414	14692
H3f3b	1993	14658
Ly6d	691	14633
Calm1	4001	14632
Akna	5475	14615
Klf2	1816	14608
Fam129c	2482	14587
Pfn1	870	14449
Tnfrsf13c	1906	14421
Atrx	10242	14417
Hip1r	4392	14408
Sipa1	18455	14399
Psap	15807	14361
Helz2	10109	14356
Sik1	4509	14316
Tubb5	2645	14261
Rps24	2569	14170
Setd2	8350	14147
Dock10	7303	14145
Kat6a	9126	14135
Sbk1	4092	14110
Esyt1	3685	14102
Gnas	22976	14059
Snrnp200	6740	14007
Ptk2b	11794	13997
Rplp2	441	13966
Samhd1	7897	13893
H2-Aa	1069	13798
Ptbp3	13735	13743
Lyn	6849	13708
Ikzf1	10065	13705
Tpr	7550	13647
Ep400	21488	13634
Ybx1	2191	13623
Stk10	5073	13553
Nap1l1	5453	13544
Bank1	3247	13536
Sf3b2	3233	13506
Zfp36l2	3532	13496
Fmnl1	7647	13438
Pten	8212	13395
Ep300	8749	13388
Stk4	5189	13375
Mbnl1	28915	13369
Ddx17	16427	13277
Cfl1	1184	13143
Zfp106	9099	13079
Eif4g1	10813	13074
B2m	858	12979
Rpl41	449	12926
Acin1	19148	12904
Itsn2	14409	12895
Uba52	494	12893
Vars	4224	12880
Notch2	10506	12858
Hist1h1c	1561	12807
H2-Eb1	1669	12750
Usp34	12200	12660
Laptm5	2398	12619
Serp1	2449	12619
Ralgps2	41634	12577
Cd79a	1327	12541
Caprin1	25393	12507
Bach2	8493	12337
Aff3	6010	12324
Rere	7458	12199
Zcchc11	6054	12180
Csk	2276	12172
Ablim1	18775	12154
Lsp1	11254	12143
Smarca4	19107	12076
Trip12	9632	12064
Numa1	7153	12038
Ifi30	981	12031
Hnrnpm	4947	12025
Rps4x	876	12009
Itga4	9832	11996
Cd37	1226	11976
Bcl11a	12842	11975
Snx2	2013	11933
Rps23	555	11910
Cnot1	24984	11892
Dmxl1	12211	11850
Grk6	8091	11831
Ccnd2	5771	11805
Scaf11	7724	11772
Fryl	11470	11771
Ahnak	19145	11718
Kif21b	9119	11671
Tmem123	2870	11663
Prkcd	2775	11614
Cd72	5736	11586
Rbm39	2812	11556
Mycbp2	15233	11512
Brd2	13469	11503
Fau	1881	11417
Mtss1	9908	11396
Jak1	5299	11361
Btla	6467	11329
Rpl35	452	11323
Ddx6	18106	11276
Cic	18294	11262
Card11	4112	11242
Pou2af1	2566	11237
Aff1	16635	11170
Nedd9	8947	11167
Baz1b	6433	11133
Canx	12827	11107
Parp1	3827	11106
Thrap3	4327	11095
Tcf20	14579	11093
Wdr1	2878	11073
1700021K19Rik	10641	11053
Rac2	3036	11015
Rpl27a	1112	10980
Sbno1	10071	10941
Atp5a1	2431	10930
Mll5	7258	10900
Kdm3b	7112	10882
Hmgb1	2309	10880
Npm1	4093	10875
Dock8	7810	10872
Txnip	5599	10863
Brwd1	18378	10861
Cap1	2393	10800
Rock1	6187	10782
Csde1	8309	10778
Rasa3	4118	10759
Arhgef18	5300	10739
Ranbp2	9476	10735
Smchd1	7047	10675
Actr2	3669	10596
Hspa5	5150	10579
Hnrnpul1	4106	10538
Arid1b	11325	10531
Hnrnph1	2226	10513
Akap12	6247	10483
Sf1	8084	10480
Inpp5d	14628	10459
Rps2	999	10456
Siglecg	2484	10452
Pum2	37079	10436
Pdcd4	6554	10406
Set	5497	10386
Pik3ap1	2615	10380
Nedd4	5494	10371
Rasgrp1	5105	10350
Kctd12	6057	10342
Phip	10729	10298
Purb	8478	10241
Hnrnpul2	5726	10195
Cep110	13582	10184
Snn	2904	10173
Brd4	8667	10164
Eif4g3	18437	10142
St3gal1	5784	10110
Rpl10	795	10099
Rpl29	710	10088
Prrc2b	19232	10087
Samd9l	5329	10074
Hcfc1	8093	10049
Nfkb2	9232	10027
Apobec3	4819	10013
Chd8	8190	9989
Ash1l	11270	9976
Erbb2ip	12962	9926
Rpl7a	864	9920
Rps20	502	9882
Fam107b	3148	9832
Cnp	4881	9823
Trrap	12476	9819
Luc7l2	10478	9814
Dock11	6665	9792
Mdn1	17959	9762
Ssh2	9039	9757
Ccdc88c	6292	9744
Rapgef1	18321	9737
Baz1a	6179	9687
Herc2	15346	9637
Fchsd2	8750	9628
Cep350	13307	9607
Eml4	15786	9562
Mid1	7784	9548
Rpl23	1062	9545
Ppp6r1	3793	9511
Snord15a	148	9467
Hnrnpab	4949	9462
Nfatc3	6014	9458
Hcls1	2018	9454
Rbm25	4244	9454
Rps27a	1547	9438
Sept11	5008	9424
Smc1a	3970	9412
Elf1	4217	9403
Pax5	1208	9395
Tcof1	9150	9349
Slc12a6	12573	9345
Arap1	19753	9330
Eif3c	2882	9269
Ncoa3	7531	9229
Fcer2a	14807	9204
Tet3	10906	9204
Nckap1l	4717	9194
Map4k1	2698	9141
Setx	10970	9132
Hectd1	8988	9129
Rcc2	3767	9078
Top2a	5217	9065
D930015E06Rik	4909	9063
Pdia4	2481	9053
Rhoa	2126	8968
Dennd4b	5399	8953
Nono	4933	8947
Arhgdia	2732	8925
Supt16	4491	8906
Eef1g	1565	8902
Tnrc6b	34458	8870
Ywhae	2078	8812
H3f3a	1076	8720
Add1	11918	8719
Eef1b2	1933	8717
Cacna1e	12697	8714
Gabpb2	17273	8706
Lmnb1	2844	8691
Usp7	5427	8684
Etnk1	6433	8679
Ncor2	25588	8672
Kdm2a	7265	8668
Rbm5	3087	8658
Ptp4a2	6795	8645
Baz2a	8369	8644
Wdr26	7047	8605
Rps17	474	8597
Ppp1r18	8526	8520
Ddx3x	4571	8517
Srsf5	4703	8506
Cnbp	6489	8503
Dek	2602	8495
Ankhd1	8231	8494
Ivns1abp	9693	8487
Cux1	7990	8482
Jund	2878	8437
Jmjd1c	16999	8435
Gdi2	2681	8426
Dhx9	4613	8414
Mef2c	12752	8375
Ctss	2713	8365
Wipf1	4397	8361
Dnmt1	21864	8351
Fam65b	12159	8345
Nfkb1	4118	8345
Stag2	11770	8315
Ubr5	19562	8297
Add3	17766	8292
Dbnl	7086	8289
Atp5b	1879	8274
Hipk1	8049	8229
Eif4b	3854	8210
Adam19	6387	8204
Arpc2	1597	8189
Rpl12	638	8161
Ankrd17	19379	8141
Prpf4b	4466	8133
Rps18	524	8125
Nup210	7035	8119
Jarid2	17383	8110
Rpl37	867	8096
Sp100	2158	8080
Usp24	10601	8040
Ppp1r16b	12762	8030
Vps13b	13371	8026
Usp9x	11902	8013
Rad21	3605	8012
Mga	27235	7993
Pik3cd	29395	7985
Atf7ip	4527	7964
5031439G07Rik	5032	7946
Syne2	21718	7925
A130077B15Rik	2547	7920
Khsrp	3999	7877
Anp32b	1367	7873
Prex1	6530	7836
Myo18a	7304	7835
Sema4d	4377	7819
Rps15	522	7814
Ddx21	4743	7770
Rpl18	679	7748
Itpr1	9877	7746
Srsf1	10924	7742
Arf6	3731	7741
Rps12	518	7741
Naca	8152	7738
Pyhin1	3497	7727
Pml	10616	7708
Vav1	12315	7701
Rpl11	594	7687
Tacc1	14166	7682
Tgfbr2	9501	7682
Treml2	4509	7677
Sh3kbp1	13926	7669
Elk4	3671	7668
Hmgb2	2692	7655
Zmiz2	8160	7654
Ewsr1	2400	7649
Tmsb10	1828	7640
Cdk13	13982	7634
Srrm1	7449	7630
Rfx7	8000	7622
Jhdm1d	9553	7620
H2-Ob	2670	7618
Wasf2	4088	7608
Prpf38b	3003	7589
Vps13d	44688	7569
Lyst	11806	7548
Ptp4a3	13595	7547
Kpnb1	5909	7546
Pkn1	6761	7544
Myo1e	4944	7539
Pcbp2	11196	7526
Rpl14	935	7513
Sp1	7818	7499
Zfp292	9977	7465
Klf13	6396	7455
Atxn2l	3718	7454
Hspa4	4640	7439
Lnpep	5181	7437
Spen	12299	7424
Snord22	126	7421
Bod1l	10539	7405
Ankrd44	6140	7393
Arhgap4	9867	7387
Smap2	2905	7385
Herc1	15229	7366
Arhgdib	1100	7350
Snx5	4927	7349
Nfat5	26824	7320
Ppp1ca	1363	7320
Ier5	3270	7307
Ubb	1165	7287
Cytip	5735	7283
Hivep3	9021	7269
Ssrp1	5587	7258
Fcrla	5046	7252
Eif4a2	7750	7247
Taok1	12409	7238
Rapgef6	31997	7235
St6gal1	12729	7235
Cyth1	9474	7229
Sh3bp5	2473	7226
Chd1	7918	7209
Myo1g	3307	7198
Safb2	3272	7188
Nfatc1	27724	7185
Lrmp	2313	7183
Tsc22d3	4119	7154
Pik3c2b	7929	7151
Foxo1	5552	7149
Fermt3	2587	7104
Tpm4	2082	7102
Zmiz1	7525	7077
Grk4	5648	7075
Rps16	615	7066
Birc3	2811	7016
Copa	4629	7012
Sun2	11325	6997
Ebf1	2245	6992
Pbrm1	8117	6991
Il16	4989	6986
Calm2	1216	6967
Golgb1	11025	6964
Smc3	4851	6961
Spag9	49794	6947
Vcp	3315	6926
Ino80d	26967	6905
Eif5	7793	6901
Cerk	4546	6899
Syvn1	6573	6898
Map4k2	2466	6884
Rsf1	11129	6880
Filip1l	7199	6870
Ptprcap	846	6848
Irf5	4432	6844
Uba1	16374	6830
Elf4	5847	6810
Rpl32	504	6807
Stk24	2574	6804
Limd2	2950	6802
Lbh	3068	6801
Stat1	15456	6793
Snora81	164	6792
Sh2b3	2482	6788
Rpl9	725	6777
Bclaf1	16209	6772
Diap1	4377	6765
Khdrbs1	6348	6752
Lpgat1	14107	6751
4932438A13Rik	15883	6746
Ftl1	970	6738
Cct5	1769	6725
Bcor	33578	6711
Sfrs18	4545	6701
Smarcc1	5673	6701
Ppp1r12a	3403	6696
Cmah	19124	6688
Eif5a	12029	6688
Tcp1	2363	6662
Supt6	6201	6656
Mknk2	3068	6652
Zfp36l1	2984	6646
E2f2	4738	6640
Arhgap17	16878	6636
Rcsd1	5250	6636
Ciita	15704	6634
Ddx46	5673	6633
Mlec	5952	6625
Prr14l	10546	6625
Ubap2l	30876	6625
Luc7l3	3296	6622
Wbp7	8457	6618
Mtpn	4042	6613
Qk	16812	6612
Fnbp1	20146	6606
Ddx54	3931	6596
Smarcc2	14214	6596
Clta	4458	6589
Cct2	1962	6587
Myo5a	11683	6561
Tax1bp1	3284	6558
Ubtf	9138	6557
Malt1	5008	6554
Rbbp6	8471	6529
Med12	8447	6519
Dido1	18041	6509
Rock2	8012	6504
Syncrip	9341	6503
Larp1	6615	6498
Pnn	3469	6496
Tlr9	3471	6484
Eif2c2	8031	6482
Cdv3	15211	6473
Kdm5a	10969	6457
Ifi203	7244	6451
Kif5b	6030	6436
Ube2h	13361	6431
Eif4a1	3749	6429
Dnajc7	2312	6411
Tle3	15522	6401
Sash3	2584	6393
Ptbp1	5788	6390
Klhl24	6683	6373
Rpl28	496	6363
Mybbp1a	4117	6362
Man1a	3889	6352
Pcnt	9530	6349
Rps15a	5134	6340
2610507B11Rik	7443	6336
2900097C17Rik	4917	6333
Elmsan1	14112	6311
Sf3b3	4299	6309
Snora74a	198	6300
Tnks2	6481	6295
Supt5	3511	6288
Sema4b	3946	6270
Lynx1	3952	6261
Trim28	3242	6245
Rps19	629	6236
Hivep2	9768	6203
Mef2d	2459	6202
Rps26	448	6197
Dip2b	17041	6185
Rpl10a	830	6172
Nr3c1	6329	6170
Chd9	11517	6154
Itpr2	23547	6107
Ogt	5384	6096
B3gnt5	14089	6090
Smc4	4082	6074
Arid3a	5326	6061
Bdp1	9921	6053
Tnrc18	13852	6051
Hnrnpd	26832	6050
Gm10845	3389	6043
U2af2	4392	6037
Zfp592	7292	6036
Traf3	13875	6035
Itm2b	1772	6028
Nrd1	4155	6026
Baz2b	7980	6017
Pou2f2	13180	6017
Tapbp	5497	6016
Dpp4	8922	6012
Dnm2	13688	6002
Rpl27	734	6001
Cep170	6930	5999
Zfml	10761	5997
Thoc2	7619	5985
Ankrd13a	3252	5968
Vps13a	11164	5959
H2-Q4	1793	5957
Mta2	3087	5945
Pkm	4864	5940
Prdm2	16718	5939
Ddb1	4163	5937
Apc	12449	5927
Tcerg1	4409	5926
Rpl22	2040	5923
Akap9	12105	5921
Hnrnpc	13993	5921
Nucks1	12189	5911
Hnrnpl	2142	5903
Smek1	9149	5902
Fam120a	4918	5892
Rbm33	9501	5888
Btg2	3083	5881
Cybasc3	2580	5853
Cdc42	3654	5845
Setd5	6470	5820
Ppp2r5a	3082	5817
Hck	4184	5815
Parp14	7251	5814
Clk1	6657	5808
Pik3r1	12754	5808
Strbp	16348	5808
Bzw1	2833	5800
Trp53inp1	10822	5794
Cbl	5083	5788
Gmip	3925	5774
Hdac9	12623	5768
Srsf6	3546	5767
Ankfy1	8034	5762
Prkce	6254	5762
Ccdc50	13917	5761
Ncf1	2721	5759
Pcm1	8381	5756
Sla	5434	5751
Capza1	3187	5740
Tbc1d1	5432	5740
Sin3a	15300	5736
Dennd1b	16276	5715
Hnrnpa0	2678	5703
Ubl3	2667	5702
Hist1h1e	1931	5698
Tnrc6c	8726	5696
9930111J21Rik1	3863	5685
Eif5b	7797	5684
Smc6	5603	5678
Rps5	740	5673
Prkar1a	3323	5671
Rps10	573	5669
Epn1	4959	5668
Acly	8824	5667
Vav2	3482	5644
Adcy7	24060	5640
Hspa9	3042	5637
Matr3	4472	5632
Arid4b	11949	5631
Mgea5	4797	5631
Fth1	2453	5620
Flii	4012	5616
Gga2	4891	5612
Hnrpdl	2750	5607
Ylpm1	7034	5606
Fli1	3087	5605
Arglu1	1712	5602
Far1	7853	5597
Pxk	5647	5594
Zcchc6	5551	5588
Rsrc2	8674	5582
Sdc4	2460	5572
Tmpo	19823	5572
Pds5a	4146	5571
Blk	2475	5569
Epb4.1l2	8667	5566
G3bp1	2685	5565
Trp53i11	2662	5563
Uggt1	9029	5554
Xpo1	10050	5553
Gm608	12606	5547
Rpl36	407	5547
Eif3b	2966	5537
Atp13a2	8580	5534
Pdia3	2642	5530
Atad2b	8102	5529
Arfgef1	7042	5524
Atm	11964	5517
Arf1	3790	5509
Cotl1	1639	5508
Cd164	2830	5506
Fnbp4	4690	5506
Gcn1l1	8546	5505
Sh3pxd2a	20844	5505
Abcf1	3150	5502
Phf2	5260	5500
Sec16a	8739	5500
Dennd5b	9833	5498
Zbtb7a	5373	5498
Rps14	597	5496
Glg1	3870	5493
Mllt6	7271	5490
Dyrk1a	11771	5484
Hist1h1d	2977	5483
Dhx15	5991	5475
Rps11	602	5473
Rc3h1	11011	5472
Vasp	2251	5471
Cecr2	9213	5467
Ptpn1	4213	5446
Psme1	977	5432
Ctnnb1	7046	5427
Pecam1	6553	5413
Tgfb1	2094	5405
Mctp2	5789	5395
Actn4	3811	5393
Sh3bgrl3	707	5389
Gltscr1	5360	5381
Erp29	1243	5378
Pi4ka	6431	5372
Ccar1	4478	5368
Fubp1	6491	5359
Stk17b	3278	5347
Ctcf	3823	5338
Csnk1a1	2013	5334
Calm3	2208	5333
Dok3	1546	5333
Hdlbp	6238	5331
Prpf40a	3565	5331
Fbxo11	4013	5328
Ktn1	4485	5313
Snx30	7507	5308
Upf1	9199	5308
Stat6	3805	5301
Gns	3855	5296
Srebf2	4570	5282
Ythdc1	3034	5282
Tra2b	2135	5280
Anxa6	5304	5279
Ap2b1	10776	5265
Ran	2288	5265
Gnb1	9374	5255
Lbr	3552	5254
Ubqln1	7288	5243
Ehd1	3182	5242
Ftsjd2	3754	5240
Dnaja1	16680	5237
Acap1	2482	5223
Fam49b	3800	5223
Akap8	3695	5212
Zfp207	12240	5212
Shisa5	3341	5205
Man2a1	6078	5203
Ubr2	15298	5197
Tardbp	39147	5191
Klhl14	4018	5188
Rpl15	1841	5171
Sept7	5058	5168
Clint1	3398	5164
Whsc1l1	13575	5162
Clec2d	1214	5157
Rnf20	8471	5155
Kidins220	7402	5144
Trim25	5563	5142
Otud4	14651	5141
Mtmr3	5674	5138
Anapc5	5477	5136
A630089N07Rik	2131	5133
Hdac7	33483	5133
Arpc1b	1551	5131
Ap3d1	4730	5129
Git2	14911	5119
Setd1b	8858	5112
Srsf3	5626	5112
Fam168b	15126	5108
Morc3	4179	5102
Myo9b	21541	5102
Il4ra	5094	5089
Mapk1	7031	5081
Tm9sf3	6144	5078
Safb	3183	5067
Cd55	2526	5061
Rpl36a	489	5054
Cd52	503	5050
Pum1	25717	5045
Papola	4508	5039
Chd6	10549	5035
Gimap1	3004	5033
Kansl1	5510	5030
Nufip2	10399	5029
Sdha	2859	5019
Tcf25	8330	5015
Rasgrp2	2193	5013
Ube2d3	2619	5011
Pdcd6ip	17877	5010
Slc38a1	22077	5009
Msl1	4340	5006
Mndal	1908	5004
Ltb	1095	4998
Trak2	6240	4986
Zfp608	6112	4985
Creb1	25057	4978
Lrrfip1	8617	4970
Topbp1	5111	4967
Anp32a	2089	4963
Ehmt2	7765	4961
Sell	4534	4953
Srrt	9018	4947
Marf1	7765	4946
Srsf11	9257	4942
Limd1	4853	4939
Prkd2	6965	4936
Rlim	7435	4933
Cep250	31789	4928
Smarca5	4638	4925
2310014L17Rik	3239	4921
Adar	17660	4920
D4Wsu53e	1415	4906
Il2rg	1612	4904
Pds5b	7309	4894
Tlk1	4031	4894
Cbfa2t3	22910	4891
Fgfr1op2	2828	4891
Ppp1cc	2379	4886
Ddx23	2814	4885
Phf3	7561	4873
Top1	3846	4870
Arid2	9029	4869
Tab2	4278	4857
Hmgn1	1200	4846
Fam111a	3199	4844
Adnp	4903	4837
Cd53	2802	4831
Pld4	1978	4831
Clasp1	23049	4828
Susd1	3295	4826
Irf4	4683	4824
Pnrc1	1925	4822
R3hdm2	12489	4821
Rrp1	2008	4813
Zbtb18	8786	4813
Taok3	12913	4812
Smg7	17387	4809
Dpp8	4764	4806
Pan3	4628	4803
Hivep1	8753	4801
Mrfap1	1630	4796
Fam178a	6880	4794
Bms1	4288	4791
C1galt1	2065	4791
Ppp1r15b	5588	4789
Ahctf1	8831	4777
Cd97	12307	4766
Gas5	2554	4752
Rps28	327	4740
Arcn1	3454	4739
Gm15800	15482	4737
Cpsf6	6534	4730
Bag6	11230	4728
Ogdh	33277	4727
Srsf2	1903	4724
Slc38a2	4628	4723
Capzb	6761	4721
Nup153	6021	4721
Cdk12	20157	4707
Ik	1996	4707
Pcbp1	1669	4702
Gimap6	1612	4693
Celf1	25095	4690
Ctsz	1393	4685
Mdm4	3490	4681
Tor1aip1	12152	4681
Gna13	6197	4672
Zc3h4	6051	4666
Med1	15722	4658
Arhgap25	5330	4645
Blnk	2097	4644
Zzef1	11150	4643
Golga4	7532	4641
Gripap1	2922	4636
D14Abb1e	14878	4634
Sart1	5091	4633
Grb2	2610	4632
Rpl39	394	4628
Dhx16	3390	4627
Tram1	2888	4626
Ttyh3	4658	4626
Snap29	3432	4614
Iws1	9623	4610
Sp3	8259	4606
Smarcd2	5144	4605
Msl2	4923	4601
Rin3	7619	4594
Ppig	6297	4590
Xiap	6550	4558
Ctbp1	9536	4557
Glcci1	6204	4555
Tmod3	3590	4555
Ccni	2804	4551
Zfp236	9473	4547
Chchd10	948	4543
Rps13	582	4541
U2surp	15340	4541
Ckap5	13091	4538
Atf4	1725	4536
Eprs	4850	4536
Ywhah	1764	4528
Dcaf7	5749	4520
Zfc3h1	6956	4515
Rps29	390	4511
Leng8	5094	4507
Nisch	5586	4507
Kdm5c	6267	4505
Zfp148	9431	4503
Gltscr2	1557	4502
Zfp871	10850	4499
Atp1a1	3702	4490
Eps15	9415	4487
Snrnp70	1639	4485
Sltm	7260	4479
Nin	16383	4469
Mapre1	7327	4458
Trim8	3241	4455
Zc3hav1	7180	4455
Nsa2	2686	4446
Celf2	65102	4445
Zc3h11a	4395	4445
Tkt	3207	4444
Ppp2ca	1930	4443
Cul3	2764	4442
Hook3	12836	4442
Eif1	1211	4439
Eif3f	1507	4438
Gpcpd1	10795	4431
Taf1	8060	4419
Arfgef2	8776	4415
Cybb	4752	4414
Rbm3	6700	4408
Usp25	4413	4401
Nfkbie	2421	4395
Dgkz	7584	4393
Tbc1d10c	1759	4389
P4hb	2538	4388
Snora23	184	4383
Mtdh	3680	4381
Cd2ap	5399	4380
Dennd4a	8655	4373
Dnmt3a	28337	4372
Gtf3c1	6869	4369
Xrn2	3367	4365
Myl6	614	4356
Rbm27	6264	4353
Gse1	19783	4350
Pak2	4099	4349
Edem3	6604	4348
Arid4a	5780	4347
Stt3b	4220	4341
Rprd2	8419	4339
Lrrk2	8230	4320
Smek2	5108	4319
Nr2c2	7620	4308
Ppp1r9b	4330	4308
Ttc7	4615	4296
Arhgef2	17296	4289
Tcf12	21475	4289
Jakmip1	2382	4288
Pdzd8	7076	4288
Eif2c1	7064	4284
Taok2	10234	4284
Dcp2	8643	4280
Arpc5	1897	4272
Pa2g4	2432	4271
Cbx5	26505	4266
Ehbp1l1	17401	4266
Ncoa2	16219	4265
Cmip	8879	4264
Gatad2a	15475	4263
Map4k4	22525	4262
Ppp1cb	4024	4261
Rltpr	2504	4260
Pou2f1	51912	4252
Crebrf	7453	4246
Rap1b	1937	4246
Sf3a1	4916	4242
Slc44a2	6916	4241
Picalm	24501	4240
Dusp11	6434	4238
Sept1	1453	4238
Whsc1	21625	4237
Zfpm1	3386	4237
Tbl1xr1	8127	4235
Cdc37	2456	4233
Anp32e	9375	4231
Lrp10	3012	4222
Sept6	15282	4220
Usp19	23481	4216
Pold1	3424	4211
Rps21	391	4208
Gpatch8	6829	4207
Il21r	2607	4206
Cdc42se2	3138	4205
Cblb	6322	4198
Cdc42se1	3659	4198
Phrf1	5374	4197
Gigyf2	11437	4196
Srpk3	1963	4193
Med13l	9295	4190
Brd1	5137	4189
Eif2ak3	4496	4185
Specc1l	12353	4185
Ap2m1	2057	4182
Ttc14	20502	4177
Edem1	5858	4175
Cabin1	7460	4172
Ubxn7	10318	4168
Ubr3	16153	4165
Slc25a5	1238	4164
Il17ra	3970	4163
Cherp	3800	4157
Rnf111	4880	4153
Pkig	5389	4148
Cdc5l	2991	4136
Rpl35a	1532	4136
Snora21	128	4133
Setd1a	5931	4127
Dicer1	9851	4125
Kdm4a	7992	4125
Ddx39b	3390	4112
St13	1622	4108
Fam63b	8081	4107
Rps25	684	4106
Brd8	4677	4099
Zfp36	1765	4098
C2cd3	7811	4096
Ap3b1	4020	4092
Wapal	4585	4091
Rbm6	7705	4090
Rev3l	10665	4085
Cnn2	1782	4077
Suz12	8677	4075
Rreb1	46572	4068
Nop56	1895	4066
Eif3h	1228	4065
2810407C02Rik	3546	4064
Suv420h1	33890	4059
Ppp6r3	14498	4058
Grap	1599	4055
Wac	15127	4055
Zc3h13	6151	4055
Man2b1	4325	4054
Ssb	4149	4054
Foxk1	7446	4053
Cyld	40018	4052
Tap1	5816	4051
Gak	4453	4050
Mlxip	9505	4046
Ppp3ca	2194	4044
Rpl37a	588	4044
Srsf10	6116	4042
Mark2	18018	4036
Pcf11	5804	4030
Zfp706	4417	4027
Rnf216	9171	4026
Rassf2	4785	4024
Rest	4266	4018
Adam10	4589	4017
Eif3d	1910	4015
Tnpo1	10776	4014
Skil	20603	4012
4930523C07Rik	5868	4005
Fip1l1	9003	4004
Gpbp1	7188	4002
Napsa	1479	4001
Tmbim6	9870	4000
Scaf1	4177	3999
Map3k5	5393	3998
Phf12	4392	3993
Ppm1g	2165	3993
Was	2094	3993
Sp110	3852	3992
Arf3	3481	3986
Ttpal	9043	3984
N4bp2	5731	3981
Btaf1	8509	3979
Pabpn1	1793	3978
Rabgap1l	9711	3977
A430078G23Rik	2967	3973
Ddx24	5974	3972
BC017643	11715	3971
Irf2	2484	3970
Gramd4	8427	3969
Zfp646	6310	3969
Aff4	10165	3968
Ift140	5804	3966
Dnajc13	7697	3965
Tnrc6a	8479	3965
G3bp2	21355	3961
Stxbp2	2703	3961
Tmf1	6781	3960
Bin1	4577	3956
Rpl31	3403	3955
Puf60	5610	3953
Trim30a	3770	3953
Cacna1i	9794	3950
Usp48	5746	3947
Rftn1	2802	3943
Asxl2	17922	3941
Mprip	17502	3937
Rac1	2269	3937
Txndc5	2617	3935
Chst15	4265	3933
Gpd1l	4393	3928
Glyr1	6686	3927
Rnase6	1071	3918
Msi2	7270	3917
Slfn2	1664	3913
Arpc5l	1271	3910
Cab39	3800	3909
Coro1b	1844	3905
Bcar3	3300	3903
Zmynd8	23206	3900
Clic1	1159	3898
Senp6	4938	3895
Ube3a	13895	3893
