geneid	length	nreads
Lars2	3881	718091
Malat1	6982	379124
Rpph1	325	264928
Gm20594	334	185780
Actb	1889	163116
Tmem38b	2861	98824
Cd74	2638	96467
Hspa8	2104	80129
Eef1a1	1789	75902
Hsp90ab1	2507	68588
Eef2	3100	59163
Myh9	7371	59106
Rmrp	275	57940
Ms4a1	2057	53947
Mir5109	87	48705
Macf1	40909	48643
Msn	3840	48468
Mll2	19827	47923
Cd24a	1816	47246
Ptpn6	4409	45379
Serinc3	3694	44247
Syk	10202	44219
Ikzf3	4098	44100
Btg1	5008	44046
Ddx5	3520	42831
Wdfy4	9681	42350
Actg1	1894	41866
Spib	2786	40416
Tpt1	894	40157
Hsp90b1	2759	39346
Scd1	4837	39181
Iqgap1	7359	38794
Map3k1	6961	37187
Ptprj	11835	36440
Ptma	1192	35193
Ptprc	15994	35073
Cd79a	1327	34894
Pabpc1	2820	34688
Rpsa	1861	34647
Mcl1	3487	34023
Rpl13a	1026	33849
Srrm2	8600	33797
Prrc2c	10444	33704
Chst3	6112	32391
Rpl5	2019	30451
Ncl	8257	30298
Snord15b	145	29880
Arid1a	8175	29700
Hnrnpa2b1	5732	29544
Cyfip2	19633	29382
Hnrnpu	3670	28697
Ywhaz	13871	28568
Med13	11787	27936
Chd4	6425	27453
Son	15737	27245
Fam129c	2482	26614
Prrc2a	13713	26300
Tln1	8560	26215
Calr	1943	25808
Swap70	4035	25705
Ucp2	4133	25527
Cd79b	1198	25302
Rplp0	1360	25107
Ly6e	12714	25020
Atp2a3	13719	24736
Pten	8212	24728
Coro1a	1597	23950
Cd22	8069	23928
Prpf8	7481	23713
Flna	8347	23535
Rpl23a	560	23471
Smg1	15553	23459
Actr3	7851	23455
Cd72	5736	23290
Hnrnpf	16120	23214
Tmsb4x	670	23050
Unc93b1	4258	22988
Eif4g2	15406	22690
Hnrnpk	1978	22680
Plekha2	4984	22173
Prkcb	8829	22158
Wnk1	53018	22138
Rps6	1394	21999
Rpl4	1422	21971
Mll3	16820	21838
Akap13	12543	21790
Dock2	6291	21638
Hsp90aa1	2850	21556
Birc6	15768	21074
Nsd1	12784	21031
Rps3a1	943	21002
Tnfrsf13c	1906	20746
Foxp1	20834	20586
Rpl7	934	20518
Ikzf1	10065	20468
Cltc	6144	20291
Rpl19	1490	20279
Rps7	961	20173
H2-K1	1646	20133
Tcf3	26488	20021
Eif3a	5176	19996
Mll1	16439	19927
Sorl1	6938	19886
Rpl8	862	19792
Plcg2	4298	19767
Lyn	6849	19686
Cd19	2436	19613
Snord17	221	19494
Arhgap30	4487	19282
Bptf	11488	19238
Ubr4	15872	19205
Sfpq	5783	19157
Ets1	9859	19150
Sik1	4509	18939
Gnai2	2177	18875
Sf3b1	6192	18855
Kctd12	6057	18786
Ncor1	20689	18720
Dync1h1	14398	18578
Ccnd2	5771	18281
Sptbn1	17288	18248
Lcp1	7748	18193
Dgkd	5694	18076
Akap12	6247	18025
Crebbp	7507	17962
Pfn1	870	17815
Huwe1	14625	17694
Rpl6	1250	17666
Rps8	740	17661
Rpl18a	1291	17487
Calm1	4001	17436
Rpl17	775	17434
Samhd1	7897	17420
Itpr3	8990	17399
Myo1c	15883	17392
Kat6a	9126	17341
Gnb2l1	1254	17246
Cfl1	1184	17098
Rere	7458	17072
Stk4	5189	17064
Lsp1	11254	17032
Faim3	1491	17025
Rps9	703	17011
Nap1l1	5453	16869
Adrbk1	3182	16779
Mki67	10075	16771
Ezr	3070	16631
Ppia	736	16615
Ybx1	2191	16602
Ptbp3	13735	16597
Serbp1	26614	16578
Top2b	5633	16548
Iqsec1	11016	16493
Mbnl1	28915	16462
Polr2a	5799	16451
Irf8	2827	16381
Nipbl	17414	16363
Rps3	1878	16325
Nedd9	8947	16276
Sbk1	4092	16229
H3f3b	1993	16220
Setd2	8350	16213
Tpm3	9062	16189
Atrx	10242	16156
Gnas	22976	16144
Rpl21	1856	16133
Tpr	7550	16130
Bcl11a	12842	16092
B2m	858	16051
Hist1h1c	1561	16009
Brwd1	18378	16004
Dmxl1	12211	16001
Sptan1	23994	15896
Klf2	1816	15796
Hvcn1	5423	15767
Lrmp	2313	15695
Pik3ap1	2615	15555
Tmem123	2870	15527
Ddx17	16427	15518
Rpl3	1361	15362
Ptk2b	11794	15259
Ep300	8749	15182
Ly6d	691	15133
Canx	12827	15093
Sf3b2	3233	15078
Vim	1834	14943
Ablim1	18775	14938
Arhgef1	16676	14927
Csk	2276	14855
Cnp	4881	14802
Fryl	11470	14742
Ankrd11	17535	14702
Cd37	1226	14687
Hspa5	5150	14680
Cic	18294	14575
Psap	15807	14541
Zfp106	9099	14470
Zcchc11	6054	14421
Ralgps2	41634	14273
Scaf11	7724	14250
Rplp1	468	14227
Uba52	494	14162
Itga4	9832	14138
Rbm39	2812	14123
1700021K19Rik	10641	13979
Ifi30	981	13904
Rps4x	876	13884
Hip1r	4392	13865
Pou2af1	2566	13865
Usp34	12200	13861
Eif4g1	10813	13845
Bach2	8493	13825
Jund	2878	13744
Rplp2	441	13719
Serp1	2449	13644
Acin1	19148	13599
Rpl10	795	13498
Parp1	3827	13495
Tcf20	14579	13491
Aff1	16635	13454
Ep400	21488	13423
Vars	4224	13421
Wdr1	2878	13411
Rac2	3036	13405
Cux1	7990	13369
Tubb5	2645	13355
Hmha1	7408	13354
Trip12	9632	13348
Arid1b	11325	13343
Rps24	2569	13325
Fau	1881	13243
Smarca4	19107	13177
H3f3a	1076	13155
Rpl13	778	13145
Hnrnpm	4947	13072
Prkcd	2775	13069
Card11	4112	13058
Dock8	7810	13050
Sipa1	18455	12990
Sept11	5008	12973
Hcfc1	8093	12888
Brd2	13469	12882
Laptm5	2398	12879
Grk6	8091	12863
Caprin1	25393	12796
Mtss1	9908	12793
Hmgb1	2309	12746
Mycbp2	15233	12721
Mll5	7258	12672
Aff3	6010	12645
Kcnq1ot1	83437	12643
Atp5a1	2431	12599
Actr2	3669	12527
Ncoa3	7531	12518
Lbh	3068	12505
Pax5	1208	12499
Ddx6	18106	12487
Siglecg	2484	12439
Rcc2	3767	12411
Chd2	9071	12380
Rpl41	449	12376
Kdm3b	7112	12277
Purb	8478	12258
Zfp36l2	3532	12196
Smchd1	7047	12183
Rock1	6187	12162
Hck	4184	12158
Snrnp200	6740	12117
Pum2	37079	12090
Fmnl1	7647	12076
Snx2	2013	12049
Sp100	2158	11994
Elf1	4217	11957
Akna	5475	11920
Numa1	7153	11870
Npm1	4093	11846
Esyt1	3685	11829
Dennd4b	5399	11823
Csde1	8309	11821
Baz1a	6179	11768
Cap1	2393	11768
Hnrnpul1	4106	11660
Nedd4	5494	11630
Thrap3	4327	11608
Baz1b	6433	11596
Cnot1	24984	11579
Fam107b	3148	11542
Sf1	8084	11529
5031439G07Rik	5032	11519
Map4k1	2698	11465
Bank1	3247	11460
Stk10	5073	11408
Mdn1	17959	11366
Sbno1	10071	11355
Tcof1	9150	11307
Arf6	3731	11306
Rpl7a	864	11291
Itsn2	14409	11285
D930015E06Rik	4909	11277
Golgb1	11025	11214
Notch2	10506	11188
Treml2	4509	11145
Rpl27a	1112	11109
Hcls1	2018	11087
Herc2	15346	11061
Phip	10729	11058
Samd9l	5329	10984
Set	5497	10980
Rps23	555	10976
Eif4g3	18437	10956
Hnrnph1	2226	10852
Rpl35	452	10841
Wdr26	7047	10833
Tet3	10906	10826
Hnrnpab	4949	10798
Rhoa	2126	10796
Brd4	8667	10763
Sema4d	4377	10735
Txnip	5599	10718
Nono	4933	10715
Helz2	10109	10646
Prex1	6530	10635
Gdi2	2681	10626
Foxo1	5552	10596
Jarid2	17383	10569
Jmjd1c	16999	10519
Arhgdia	2732	10517
Dbnl	7086	10516
Pml	10616	10488
Atf7ip	4527	10477
Jak1	5299	10432
Pdcd4	6554	10410
Ranbp2	9476	10374
Syvn1	6573	10303
Supt16	4491	10299
Rpl29	710	10290
Sdc4	2460	10230
Nfkb1	4118	10223
Zfp36l1	2984	10216
Ppp6r1	3793	10148
Chd8	8190	10141
Setx	10970	10113
Wipf1	4397	10113
Klf13	6396	10112
Cytip	5735	10102
Ash1l	11270	10100
Snn	2904	10083
Inpp5d	14628	10062
Nfatc3	6014	10053
Prrc2b	19232	10053
Fcrla	5046	10049
Etnk1	6433	10041
Dock10	7303	10022
Ptprcap	846	10019
Rpl23	1062	10019
Kif21b	9119	10007
Cep350	13307	9989
Rasgrp1	5105	9978
Hnrnpul2	5726	9971
Arid3a	5326	9954
Dhx9	4613	9954
Vav1	12315	9929
Slc12a6	12573	9877
Rps20	502	9866
Ptp4a2	6795	9833
Fth1	2453	9810
Syne2	21718	9784
Rps27a	1547	9779
Nckap1l	4717	9734
Myo1e	4944	9700
Hectd1	8988	9696
Erbb2ip	12962	9678
Eif3c	2882	9673
Pdia4	2481	9655
Sh2b3	2482	9655
Snx5	4927	9612
Vps13d	44688	9586
E2f2	4738	9569
Ywhae	2078	9568
Eef1g	1565	9565
Edem3	6604	9561
Dock11	6665	9536
Baz2a	8369	9491
Klhl14	4018	9486
Atp5b	1879	9454
Rps2	999	9431
Usp7	5427	9404
Lmnb1	2844	9373
Rbm5	3087	9368
Mtpn	4042	9327
Chd3	7281	9289
Cecr2	9213	9268
Itpr2	23547	9254
Eif4b	3854	9239
Trrap	12476	9233
Arpc2	1597	9204
Rbm25	4244	9168
Stag2	11770	9141
Herc1	15229	9120
Eml4	15786	9118
Add1	11918	9103
Khdrbs1	6348	9070
Cep110	13582	9056
Ppp1ca	1363	9051
Bod1l	10539	9047
Gabpb2	17273	9044
Arhgap17	16878	9038
Tnrc6b	34458	9032
Myo18a	7304	9022
Hipk1	8049	9012
Ivns1abp	9693	8967
4932438A13Rik	15883	8962
Itpr1	9877	8901
Srrm1	7449	8832
Btla	6467	8828
Eef1b2	1933	8826
Naca	8152	8824
Vps13b	13371	8823
Luc7l2	10478	8815
Snord15a	148	8805
Kdm2a	7265	8794
Plec	225028	8774
H2-Ab1	1193	8769
Smc1a	3970	8768
Hspa4	4640	8751
Trp53inp1	10822	8706
Zfp292	9977	8706
Stat1	15456	8690
Pcbp2	11196	8665
Tmsb10	1828	8648
Ssh2	9039	8646
Dek	2602	8624
Lyst	11806	8612
Mga	27235	8576
Tlr9	3471	8570
Rps12	518	8551
Rfx7	8000	8550
Mef2c	12752	8523
Usp24	10601	8492
Ankhd1	8231	8467
Ddx54	3931	8453
Tacc1	14166	8448
Mlec	5952	8441
Chd1	7918	8416
Ddx3x	4571	8403
Rps17	474	8401
Glcci1	6204	8383
Pik3cd	29395	8382
Arhgef18	5300	8372
Cnbp	6489	8360
Zfp608	6112	8354
Nup210	7035	8339
Ppp1r18	8526	8338
Rpl37	867	8309
Pik3c2b	7929	8296
Pyhin1	3497	8296
Ftl1	970	8290
Bcor	33578	8286
Rpl18	679	8284
Eif5a	12029	8263
Copa	4629	8261
Pdia3	2642	8256
Tapbp	5497	8254
Clta	4458	8246
Myo1g	3307	8244
Dennd5b	9833	8234
Khsrp	3999	8232
Sh3kbp1	13926	8207
Hivep2	9768	8205
Rapgef1	18321	8201
Elk4	3671	8189
Parp14	7251	8188
Cd97	12307	8150
Tgfbr2	9501	8108
Uba1	16374	8106
Rad21	3605	8068
Hivep3	9021	8060
Akap9	12105	8053
Strbp	16348	8020
Atp13a2	8580	8016
Zmiz2	8160	8009
Pou2f2	13180	8001
Ubr5	19562	7990
Sla	5434	7988
Srsf1	10924	7973
Ankrd13a	3252	7967
Ptp4a3	13595	7957
Edem1	5858	7953
Sp1	7818	7947
Tgfb1	2094	7940
Srsf5	4703	7935
Ssrp1	5587	7902
Spen	12299	7897
B3gnt5	14089	7875
Klhl24	6683	7872
Prpf4b	4466	7846
Hnrnpc	13993	7845
Cct5	1769	7842
Rc3h1	11011	7840
Ube2h	13361	7835
Prr14l	10546	7832
Adam19	6387	7827
Apobec3	4819	7811
Hist1h1e	1931	7793
Dido1	18041	7783
Tax1bp1	3284	7775
Arhgdib	1100	7771
Ppp1r16b	12762	7767
Kdm5a	10969	7758
Acly	8824	7757
Prpf38b	3003	7730
Bzw1	2833	7728
Rps18	524	7727
St6gal1	12729	7721
Ankrd17	19379	7708
Pbrm1	8117	7707
Usp9x	11902	7707
Tle3	15522	7686
Tram1	2888	7646
Pkn1	6761	7629
Rps16	615	7617
Rpl14	935	7615
Chst15	4265	7611
Ppp2r5a	3082	7603
Tcp1	2363	7601
Dnajc7	2312	7600
St3gal1	5784	7599
Taok1	12409	7585
9930111J21Rik1	3863	7582
Sema4b	3946	7580
Ptbp1	5788	7574
Cdv3	15211	7568
Cerk	4546	7556
Myb	7197	7547
Rpl11	594	7520
Lnpep	5181	7516
Pld4	1978	7499
Ubb	1165	7492
Eif4a2	7750	7479
Bdp1	9921	7465
Mef2d	2459	7449
Cdk13	13982	7448
Cybasc3	2580	7430
Chchd10	948	7427
Dnmt1	21864	7419
