geneid	length	nreads
Lars2	3881	784995
Malat1	6982	279323
Actb	1889	153858
Gm20594	334	146545
Rpph1	325	143906
Cd74	2638	113448
Tmem38b	2861	101393
Eef1a1	1789	78141
Myh9	7371	58285
Eef2	3100	56195
Hsp90ab1	2507	52517
Msn	3840	49529
Macf1	40909	46221
Actg1	1894	43427
Syk	10202	43245
Ms4a1	2057	43191
Hspa8	2104	43143
Rmrp	275	42820
Serinc3	3694	42282
Iqgap1	7359	40097
Ptpn6	4409	39411
Ddx5	3520	38887
Ikzf3	4098	38276
Scd1	4837	38052
Mll2	19827	37916
Rpl13a	1026	35154
Spib	2786	34435
Btg1	5008	34034
Prkcb	8829	33943
Wdfy4	9681	32824
Srrm2	8600	32227
Mcl1	3487	31999
Rpsa	1861	31845
Tpt1	894	31634
Pabpc1	2820	30427
Map3k1	6961	30303
Rpl5	2019	30227
Ptprc	15994	30172
Cd24a	1816	29364
Ncl	8257	29348
Ptma	1192	28361
Ly6e	12714	27950
Coro1a	1597	27214
Prrc2c	10444	27135
Cd79b	1198	26863
Son	15737	26821
Arid1a	8175	26615
Swap70	4035	26600
Eif4g2	15406	26497
Lcp1	7748	26308
Ptprj	11835	26091
Cyfip2	19633	26010
Ucp2	4133	25778
Rplp0	1360	25776
Flna	8347	25410
Prrc2a	13713	25329
Prpf8	7481	24997
Snord15b	145	24987
Dock2	6291	24925
Ywhaz	13871	24907
Tln1	8560	24508
Chd4	6425	24091
Hnrnpu	3670	24009
Rpl4	1422	23859
Hsp90b1	2759	23770
Med13	11787	23768
Chst3	6112	23757
Unc93b1	4258	23711
Cd22	8069	23709
Cd19	2436	23626
Atp2a3	13719	23433
Hnrnpa2b1	5732	23388
Mir5109	87	22912
Sptbn1	17288	22830
Cltc	6144	22393
Rps6	1394	22124
Actr3	7851	22054
Rps3a1	943	21443
Foxp1	20834	21295
Arhgef1	16676	21253
Dgkd	5694	21171
Hnrnpf	16120	21128
Polr2a	5799	21039
Rpl7	934	20948
Itpr3	8990	20904
Ets1	9859	20810
Fam129c	2482	20370
Gnai2	2177	20361
Ly6d	691	20358
Rpl8	862	20319
Rps7	961	20267
Tmsb4x	670	19832
Rpl23a	560	19753
Adrbk1	3182	19671
Sorl1	6938	19553
H2-Ab1	1193	19494
Smg1	15553	19423
Plekha2	4984	19336
Hnrnpk	1978	19206
Pfn1	870	19085
Calr	1943	19081
Irf8	2827	18918
Sptan1	23994	18846
Wnk1	53018	18801
H2-K1	1646	18795
Birc6	15768	18587
Rpl6	1250	18458
Rpl19	1490	18376
Bptf	11488	18374
Rpl17	775	18333
Mki67	10075	18320
H3f3b	1993	18205
Tcf3	26488	18073
Ikzf1	10065	18071
Myo1c	15883	17800
Nsd1	12784	17619
Rpl21	1856	17601
Huwe1	14625	17577
Gnas	22976	17563
Lyn	6849	17446
Gnb2l1	1254	17434
Eif3a	5176	17419
Rps3	1878	17317
Crebbp	7507	17314
Rps9	703	17192
Psap	15807	17107
Iqsec1	11016	17074
Sf3b1	6192	17043
Ppia	736	17020
Akap13	12543	16837
Mll3	16820	16823
Plcg2	4298	16819
Sbk1	4092	16810
Ifi30	981	16784
Cd79a	1327	16763
Ezr	3070	16762
Rpl18a	1291	16575
Faim3	1491	16410
Ubr4	15872	16380
Ncor1	20689	16357
Cfl1	1184	16309
Dync1h1	14398	16242
Tpm3	9062	16212
Ptbp3	13735	16154
Tnfrsf13c	1906	16087
Mll1	16439	16018
Pten	8212	15972
Rpl3	1361	15963
Top2b	5633	15961
Rps8	740	15750
Rplp1	468	15621
Hvcn1	5423	15590
Bach2	8493	15578
Ptk2b	11794	15509
Rplp2	441	15502
Laptm5	2398	15497
Ccnd2	5771	15458
Chd3	7281	15408
Arhgap30	4487	15354
Rps24	2569	15159
Zfp106	9099	15130
Sfpq	5783	15097
Nipbl	17414	14956
Sipa1	18455	14954
Fmnl1	7647	14948
Vim	1834	14939
Calm1	4001	14928
Ybx1	2191	14836
Ankrd11	17535	14835
Cd72	5736	14833
Esyt1	3685	14813
Klf2	1816	14812
Snrnp200	6740	14792
Tubb5	2645	14775
Setd2	8350	14682
Samhd1	7897	14615
Cd37	1226	14594
Rpl41	449	14559
Mbnl1	28915	14328
Lsp1	11254	14318
Sf3b2	3233	14311
Kat6a	9126	14288
Rps4x	876	14277
Hist1h1c	1561	14228
Hmha1	7408	14148
Vars	4224	14142
Stk4	5189	14093
Hsp90aa1	2850	14077
Kcnq1ot1	83437	14065
Ddx17	16427	14036
Serp1	2449	14007
Rpl13	778	13997
Aff3	6010	13982
Snn	2904	13982
Cic	18294	13908
Uba52	494	13895
Serbp1	26614	13869
Ep300	8749	13820
Nedd9	8947	13700
Tmem123	2870	13666
Pou2af1	2566	13541
Atrx	10242	13536
Eif4g1	10813	13482
Ep400	21488	13481
Csk	2276	13465
Hip1r	4392	13456
Mtss1	9908	13400
Cnot1	24984	13367
Cnp	4881	13324
Rere	7458	13236
Fau	1881	13225
Rpl27a	1112	13147
Rpl10	795	13133
Wdr1	2878	13122
Ralgps2	41634	13092
Caprin1	25393	13085
Grk6	8091	12953
1700021K19Rik	10641	12942
Dock10	7303	12909
Chd2	9071	12907
Stk10	5073	12862
B2m	858	12823
Akap12	6247	12789
Rac2	3036	12758
Notch2	10506	12745
Trip12	9632	12741
Snord17	221	12739
Dmxl1	12211	12696
Smarca4	19107	12693
Rasgrp1	5105	12681
Nap1l1	5453	12637
Ablim1	18775	12610
Zcchc11	6054	12572
Bcl11a	12842	12559
Prkcd	2775	12539
Pik3ap1	2615	12532
Scaf11	7724	12449
Fryl	11470	12445
Parp1	3827	12392
Aff1	16635	12368
Brd2	13469	12360
Mll5	7258	12305
Ddx6	18106	12279
Purb	8478	12235
Acin1	19148	12217
Kctd12	6057	12215
Tpr	7550	12156
Bank1	3247	12123
Akna	5475	12055
Hnrnpul1	4106	12049
Rpl7a	864	11953
Siglecg	2484	11948
Atp5a1	2431	11945
Hnrnpm	4947	11908
Nfkb2	9232	11899
Sept11	5008	11899
Arid1b	11325	11882
Canx	12827	11827
Cap1	2393	11789
Inpp5d	14628	11771
Hcfc1	8093	11765
Kdm3b	7112	11748
Csde1	8309	11680
Hspa5	5150	11642
Actr2	3669	11604
Rpl35	452	11587
Pum2	37079	11555
Arhgdia	2732	11493
Nedd4	5494	11446
Snx2	2013	11442
Fcrla	5046	11429
H2-Aa	1069	11426
Helz2	10109	11374
Hmgb1	2309	11336
Itsn2	14409	11326
Numa1	7153	11325
Map4k1	2698	11322
Samd9l	5329	11315
Rps23	555	11298
Rbm39	2812	11256
Apobec3	4819	11223
Dock8	7810	11210
Sik1	4509	11199
Card11	4112	11101
H3f3a	1076	11100
Itga4	9832	11065
Rcc2	3767	11052
Sf1	8084	10971
Pax5	1208	10901
Ptp4a2	6795	10867
Prrc2b	19232	10852
Plec	225028	10840
Smchd1	7047	10824
Usp34	12200	10805
Elf1	4217	10785
Rasa3	4118	10655
Hcls1	2018	10574
5031439G07Rik	5032	10535
Thrap3	4327	10408
Npm1	4093	10407
Rps2	999	10407
Gm17821	12530	10384
Tcf20	14579	10320
Rps27a	1547	10283
Ppp6r1	3793	10280
Brwd1	18378	10237
Ranbp2	9476	10221
Ptp4a3	13595	10203
Brd4	8667	10193
Sbno1	10071	10181
Dennd4b	5399	10166
Fam107b	3148	10139
Rhoa	2126	10129
Nckap1l	4717	10091
Rpl23	1062	10074
H2-Eb1	1669	10053
Fcer2a	14807	10034
Eml4	15786	10021
Trrap	12476	10021
Jund	2878	9980
Eif3c	2882	9959
Set	5497	9940
D930015E06Rik	4909	9911
Chd8	8190	9872
Wipf1	4397	9861
Treml2	4509	9837
Phip	10729	9815
Slc12a6	12573	9814
Ssh2	9039	9814
Tcof1	9150	9811
Jak1	5299	9797
Tet3	10906	9794
Baz1b	6433	9787
Nfatc3	6014	9773
Kif21b	9119	9760
Rps20	502	9753
Rock1	6187	9737
Sema4d	4377	9708
Cux1	7990	9703
Hnrnpab	4949	9703
Btla	6467	9661
Hck	4184	9655
Rpl29	710	9641
St3gal1	5784	9630
Baz1a	6179	9594
Usp7	5427	9537
Erbb2ip	12962	9518
Prex1	6530	9483
Herc2	15346	9476
Eif4g3	18437	9470
Nfkb1	4118	9445
Eef1g	1565	9400
Atp5b	1879	9384
Arhgef18	5300	9337
Add1	11918	9335
Nono	4933	9328
Kdm2a	7265	9306
Rapgef1	18321	9283
Dbnl	7086	9278
Adam19	6387	9272
Hivep3	9021	9264
Hnrnpul2	5726	9260
Ftl1	970	9160
Ppp1ca	1363	9160
Cerk	4546	9136
Tnrc6b	34458	9105
Hnrnph1	2226	9087
Ncoa3	7531	9071
E2f2	4738	9067
Hectd1	8988	9062
Ash1l	11270	9056
Txnip	5599	9006
Rpl18	679	8985
Tlr9	3471	8984
Jarid2	17383	8972
Lynx1	3952	8941
Arpc2	1597	8935
Cnbp	6489	8934
Dock11	6665	8930
Setx	10970	8924
Jmjd1c	16999	8913
Atf7ip	4527	8908
Ppp1r18	8526	8894
Rps12	518	8884
Gabpb2	17273	8876
Mycbp2	15233	8874
Cep110	13582	8871
Lrmp	2313	8867
Gdi2	2681	8863
Baz2a	8369	8841
Eif4b	3854	8834
Ctss	2713	8780
Arhgap17	16878	8760
Tacc1	14166	8739
Wasf2	4088	8739
Ywhae	2078	8737
Vav1	12315	8734
Bcor	33578	8725
Dhx9	4613	8703
Syvn1	6573	8677
Pik3cd	29395	8665
Lbh	3068	8660
Arf6	3731	8646
Sp1	7818	8595
Pcbp2	11196	8594
Ptprcap	846	8585
Hipk1	8049	8584
Supt16	4491	8584
Luc7l2	10478	8577
Stag2	11770	8538
Arhgdib	1100	8487
Zmiz2	8160	8458
Eef1b2	1933	8452
Pyhin1	3497	8429
Rps16	615	8420
Smc1a	3970	8413
Ddx3x	4571	8402
Rps17	474	8400
Naca	8152	8389
Ppp1r16b	12762	8382
Syne2	21718	8382
Pml	10616	8375
Rfx7	8000	8373
Fermt3	2587	8367
Pik3c2b	7929	8366
Pdcd4	6554	8360
Lmnb1	2844	8354
Sp100	2158	8325
Nup210	7035	8303
Copa	4629	8300
Mtpn	4042	8290
Rpl11	594	8283
Limd2	2950	8282
Tgfbr2	9501	8273
Ebf1	2245	8260
Fam65b	12159	8235
Wdr26	7047	8202
Ankrd17	19379	8185
Rad21	3605	8185
Ankhd1	8231	8172
Rps18	524	8156
Rps15	522	8129
Hspa4	4640	8125
Vps13b	13371	8104
Ankrd13a	3252	8097
Irf5	4432	8089
Klf13	6396	8060
Sh3kbp1	13926	8040
Smap2	2905	8030
Arap1	19753	8001
Golgb1	11025	7999
Vcp	3315	7991
Mef2c	12752	7981
Cep350	13307	7979
Sh2b3	2482	7978
Uba1	16374	7959
Eif5a	12029	7958
Etnk1	6433	7884
Zfp36l1	2984	7875
Ddx21	4743	7872
Myo1g	3307	7842
Tmsb10	1828	7836
Zfp36l2	3532	7832
Cdk13	13982	7817
Dnmt1	21864	7785
Pbrm1	8117	7770
Ptbp1	5788	7759
Fchsd2	8750	7734
Ankrd44	6140	7716
Ddx54	3931	7712
Usp9x	11902	7700
Rpl14	935	7691
Elf4	5847	7665
Rbm5	3087	7654
Sh3bp5	2473	7652
Top2a	5217	7645
Cytip	5735	7625
Sdc4	2460	7590
Srrm1	7449	7586
Mdn1	17959	7577
Rpl9	725	7576
Ubr5	19562	7576
Hnrnpl	2142	7571
Khsrp	3999	7567
Sun2	11325	7554
Mga	27235	7541
Trp53i11	2662	7532
Rps26	448	7526
Lnpep	5181	7512
Myo1e	4944	7509
Srsf5	4703	7497
Mknk2	3068	7490
Elk4	3671	7485
Rbm25	4244	7433
Rps19	629	7428
Kpnb1	5909	7424
Khdrbs1	6348	7421
Clta	4458	7400
Ncor2	25588	7398
Rps15a	5134	7375
Spag9	49794	7363
Ube2h	13361	7328
Prr14l	10546	7319
Srsf1	10924	7299
Sash3	2584	7296
Dek	2602	7288
Itpr1	9877	7286
Stat1	15456	7274
Mlec	5952	7265
Myo18a	7304	7249
Rpl12	638	7245
Foxo1	5552	7242
Tpm4	2082	7226
Spen	12299	7210
Atp13a2	8580	7209
Cct5	1769	7209
Eif2c2	8031	7207
Ssrp1	5587	7206
Ewsr1	2400	7170
Trim28	3242	7158
Tapbp	5497	7152
Pdia4	2481	7148
Atxn2l	3718	7146
Sh3bgrl3	707	7123
Trp53inp1	10822	7117
St6gal1	12729	7112
Clec2d	1214	7108
Usp24	10601	7102
2900097C17Rik	4917	7089
Taok1	12409	7086
Ivns1abp	9693	7073
Eif4a1	3749	7069
Arhgap4	9867	7050
Cyth1	9474	7044
Hmgb2	2692	7029
Klhl14	4018	7025
Pkn1	6761	7021
Add3	17766	7008
Hist1h1e	1931	7005
Ubtf	9138	7002
Dennd5b	9833	7001
Birc3	2811	6987
Stk24	2574	6981
Pkm	4864	6971
Mef2d	2459	6955
Bod1l	10539	6949
Elmsan1	14112	6947
Pou2f2	13180	6942
Klhl24	6683	6941
Rpl32	504	6927
Ubb	1165	6909
Tgfb1	2094	6897
Zmiz1	7525	6870
Cep170	6930	6862
Cybasc3	2580	6861
Prpf4b	4466	6854
Capza1	3187	6837
Vps13d	44688	6833
B3gnt5	14089	6831
Tle3	15522	6831
Smc3	4851	6818
Smarcc1	5673	6815
Malt1	5008	6804
Tax1bp1	3284	6799
Zfp592	7292	6788
Dpp4	8922	6784
Pik3r1	12754	6783
Il16	4989	6781
Ubap2l	30876	6779
Cecr2	9213	6770
Traf3	13875	6767
Qk	16812	6766
Acly	8824	6761
Rpl10a	830	6756
Rpl28	496	6745
Arf1	3790	6742
Ino80d	26967	6740
Tcp1	2363	6727
Ccdc88c	6292	6724
Bzw1	2833	6723
Gga2	4891	6722
Rapgef6	31997	6715
Supt6	6201	6715
Ier5	3270	6712
Pxk	5647	6705
Rcsd1	5250	6705
Map4k2	2466	6703
Arid3a	5326	6702
Pld4	1978	6702
Sf3b3	4299	6692
Nfatc1	27724	6653
Zfp292	9977	6648
Wbp7	8457	6619
Cmah	19124	6596
Prkce	6254	6593
Rsf1	11129	6590
Fth1	2453	6579
Ncf1	2721	6573
Ehd1	3182	6566
Syncrip	9341	6559
Snx5	4927	6558
Dido1	18041	6526
Tnks2	6481	6519
Rpl37	867	6509
U2af2	4392	6507
2610507B11Rik	7443	6503
Hist1h1d	2977	6496
Hnrnpd	26832	6496
Rc3h1	11011	6490
Ifi203	7244	6484
Mctp2	5789	6477
Chchd10	948	6475
Ddb1	4163	6474
Ppp2r5a	3082	6472
Anp32b	1367	6464
Rpl15	1841	6457
Cct2	1962	6455
Mta2	3087	6450
Phf2	5260	6431
Herc1	15229	6426
Nucks1	12189	6423
Diap1	4377	6417
Stk17b	3278	6415
Hdac9	12623	6409
Ankfy1	8034	6402
Dnajc7	2312	6399
Dnm2	13688	6395
Rpl27	734	6389
Sema4b	3946	6383
Hnrnpc	13993	6374
Cd52	503	6372
Serinc5	5318	6363
Ctnnb1	7046	6362
Sin3a	15300	6360
Jhdm1d	9553	6346
Chd1	7918	6330
Eif5	7793	6319
Kdm5a	10969	6309
Calm2	1216	6308
Limd1	4853	6302
Strbp	16348	6297
Tbc1d1	5432	6284
Cotl1	1639	6281
Itpr2	23547	6281
Lbr	3552	6276
Dip2b	17041	6272
Il4ra	5094	6270
Cdv3	15211	6253
Cd97	12307	6239
Itm2b	1772	6238
4932438A13Rik	15883	6230
Trak2	6240	6219
Lpgat1	14107	6215
H2-Ob	2670	6208
Fam120a	4918	6207
Kif5b	6030	6202
Tram1	2888	6202
Dok3	1546	6201
Cdc42	3654	6183
Glg1	3870	6164
Supt5	3511	6149
Fnbp1	20146	6145
Mybbp1a	4117	6144
Fam49b	3800	6136
Parp14	7251	6125
Rock2	8012	6117
Larp1	6615	6116
Flii	4012	6109
Prdm2	16718	6103
Srpk3	1963	6098
Nr3c1	6329	6091
Pdia3	2642	6090
Mtmr3	5674	6089
Btg2	3083	6083
Hdac7	33483	6081
Tnrc18	13852	6071
Calm3	2208	6066
Rps14	597	6066
Ttyh3	4658	6062
Ap2b1	10776	6061
Sec16a	8739	6056
Far1	7853	6047
Rps5	740	6047
Cacna1e	12697	6041
Ddx46	5673	6041
Mgea5	4797	6029
Dyrk1a	11771	6028
Hivep2	9768	6019
Eif4a2	7750	6005
Snora81	164	6002
Lyst	11806	5987
Irf4	4683	5985
Epn1	4959	5977
Srsf3	5626	5977
Fam168b	15126	5965
Tab2	4278	5963
Rps10	573	5962
Prpf38b	3003	5945
Stat6	3805	5944
Snx30	7507	5940
Med12	8447	5929
Matr3	4472	5926
Prpf40a	3565	5909
Gnb1	9374	5895
Erp29	1243	5894
Zfp608	6112	5893
Pi4ka	6431	5881
Vasp	2251	5880
Dennd1b	16276	5876
Rps11	602	5868
Gns	3855	5866
Hnrnpa0	2678	5860
Uggt1	9029	5859
Zbtb18	8786	5852
Cbl	5083	5843
Zbtb7a	5373	5824
Bclaf1	16209	5820
Adnp	4903	5816
Smek1	9149	5813
Ptpn1	4213	5811
Snord15a	148	5796
Cbfa2t3	22910	5795
Rbbp6	8471	5791
Psme1	977	5790
Rbm3	6700	5789
Dhx15	5991	5782
Ccni	2804	5781
Ppp1r12a	3403	5781
Zfml	10761	5772
Git2	14911	5767
Chd9	11517	5763
Ube2d3	2619	5746
Susd1	3295	5722
Sh3pxd2a	20844	5721
9930111J21Rik1	3863	5720
Ubl3	2667	5716
Blk	2475	5707
Marf1	7765	5705
Zfp207	12240	5705
Setd5	6470	5702
G3bp1	2685	5701
Cd164	2830	5699
Myo5a	11683	5668
Arhgap25	5330	5662
H2-Q4	1793	5658
Safb2	3272	5657
Thoc2	7619	5656
Zcchc6	5551	5652
Cd53	2802	5651
Pds5a	4146	5641
Ppp1cc	2379	5637
Gmip	3925	5633
Fli1	3087	5622
Gse1	19783	5619
Epb4.1l2	8667	5617
Smarcc2	14214	5617
Tm9sf3	6144	5593
Srebf2	4570	5590
Snap29	3432	5583
Ctsz	1393	5582
Hdlbp	6238	5578
Rpl36	407	5567
Pcnt	9530	5565
Edem3	6604	5561
Morc3	4179	5548
Nfkbie	2421	5545
Ciita	15704	5544
Apc	12449	5541
Ctcf	3823	5535
Kansl1	5510	5535
Papola	4508	5535
Eif3b	2966	5534
Ran	2288	5533
Vav2	3482	5522
Nfat5	26824	5520
Tor1aip1	12152	5520
2310014L17Rik	3239	5516
Filip1l	7199	5515
Arid2	9029	5514
Baz2b	7980	5513
Pecam1	6553	5509
Arpc1b	1551	5503
Nrd1	4155	5503
Gltscr1	5360	5501
