geneid	length	nreads
Lars2	3881	1508081
Malat1	6982	472638
Gm20594	334	169594
Actb	1889	131781
Rpph1	325	100814
Eef1a1	1789	96143
Cd74	2638	86363
Tmem38b	2861	74454
Macf1	40909	57448
Xist	30168	55135
Hspa8	2104	54970
Serinc3	3694	53910
Ddx5	3520	51520
Ms4a1	2057	50430
Hsp90ab1	2507	49091
Myh9	7371	47986
Eef2	3100	45719
Msn	3840	43767
Iqgap1	7359	41644
Syk	10202	41569
Actg1	1894	41498
Scd1	4837	40468
Srrm2	8600	39408
Btg1	5008	38744
Ptprc	15994	38182
Ikzf3	4098	37747
Pabpc1	2820	37172
Mll2	19827	36823
Prkcb	8829	36551
Wdfy4	9681	35136
Rpl5	2019	34206
Hnrnpa2b1	5732	33448
Cd24a	1816	33336
Prrc2c	10444	33170
Son	15737	32871
Tpt1	894	32729
Mir5109	87	32207
Eif4g2	15406	31919
Spib	2786	31898
Mcl1	3487	31825
Rmrp	275	31805
Ptpn6	4409	31551
Ptma	1192	30902
Ncl	8257	30798
Hsp90b1	2759	29642
Rpl13a	1026	29622
Hnrnpu	3670	29356
Map3k1	6961	29302
Ptprj	11835	28271
Snord15b	145	28232
Med13	11787	28136
Lcp1	7748	28052
Cyfip2	19633	27632
Rpl4	1422	26945
Cltc	6144	26811
Dock2	6291	26332
Mki67	10075	26243
Ywhaz	13871	26243
Swap70	4035	25917
Rpsa	1861	25384
Prpf8	7481	25359
Flna	8347	25293
Chd4	6425	24824
Sptbn1	17288	24752
Ikzf1	10065	24735
Arid1a	8175	24255
Ly6e	12714	24185
Chst3	6112	24111
Ets1	9859	24106
Rps6	1394	24054
Cd19	2436	23691
Smg1	15553	23526
Polr2a	5799	23315
Coro1a	1597	23031
H2-K1	1646	22972
Cd22	8069	22862
Actr3	7851	22834
Atp2a3	13719	22824
Cd79b	1198	22822
Rps3a1	943	22588
Birc6	15768	22118
Kcnq1ot1	83437	22067
Prrc2a	13713	22017
Foxp1	20834	22011
Tmsb4x	670	22008
Ucp2	4133	21996
Tln1	8560	21897
Dgkd	5694	21852
Rplp0	1360	21778
Plekha2	4984	21302
Hnrnpf	16120	21231
Nsd1	12784	21211
Ptbp3	13735	20933
Arhgef1	16676	20925
Mll3	16820	20742
Lyn	6849	20733
Itpr3	8990	20685
Huwe1	14625	20637
Sf3b1	6192	20465
Rpl7	934	20240
Mbnl1	28915	20192
Wnk1	53018	20132
Unc93b1	4258	19963
Mll1	16439	19947
Adrbk1	3182	19880
Rpl8	862	19739
Atrx	10242	19646
Bptf	11488	19540
Akap13	12543	19438
Sorl1	6938	19423
Ncor1	20689	19357
Gnai2	2177	19253
Top2b	5633	19130
Nipbl	17414	19097
Pten	8212	19082
Hsp90aa1	2850	19047
Sptan1	23994	18763
Calm1	4001	18756
Rpl18a	1291	18754
Serp1	2449	18750
Dmxl1	12211	18690
Setd2	8350	18679
Samhd1	7897	18536
Rpl21	1856	18344
Fam129c	2482	18323
Ubr4	15872	18265
Ddx17	16427	18176
Rpl17	775	18176
H3f3b	1993	18175
Rps24	2569	18076
Hnrnpk	1978	18045
Ccnd2	5771	18023
Rpl3	1361	18001
Plcg2	4298	17962
Rplp2	441	17567
Eif3a	5176	17561
Irf8	2827	17395
Rpl23a	560	17381
Zfp106	9099	17361
Myo1c	15883	17209
Rps4x	876	17157
Ddx6	18106	17069
Calr	1943	16994
Sfpq	5783	16987
Zcchc11	6054	16885
Dync1h1	14398	16849
Ppia	736	16837
B2m	858	16833
Chd2	9071	16826
Ly6d	691	16766
Tpr	7550	16651
Rps9	703	16602
Caprin1	25393	16597
Rpl6	1250	16383
Rps3	1878	16291
Tubb5	2645	16282
Samd9l	5329	16070
Crebbp	7507	16063
Psap	15807	16032
Rpl19	1490	15997
Hspa5	5150	15859
Pou2af1	2566	15810
Tmem123	2870	15768
Trip12	9632	15684
Cfl1	1184	15677
Gnas	22976	15670
Rps7	961	15670
Rpl10	795	15629
Tpm3	9062	15563
Pfn1	870	15549
Tnfrsf13c	1906	15480
Bcl11a	12842	15427
Kat6a	9126	15317
Gnb2l1	1254	15256
Hvcn1	5423	15244
Purb	8478	15198
Serbp1	26614	15189
Ybx1	2191	15154
Ifi30	981	15149
Bach2	8493	15137
Itga4	9832	15129
Actr2	3669	15031
Ep400	21488	15002
Rpl41	449	14982
Dock10	7303	14963
